id,label,source,subject,text,char_len,token_len,subject_len,num_urls,num_emails,num_domains,num_exclamation,num_upper_tokens,keyword_hits,num_attachments,has_form_tag,has_script_tag,has_iframe_tag,has_ip_url,has_external_links
nazario_1942,1,nazario,Question from eBay Member- Respond now!,"ebay sent this message from anna beaumont (tannedallover). the registered name is included to show this message originated from ebay. learn more . question from ebay member ebay sent this message on behalf of an ebay member through my messages. responses sent using email will go to the ebay member directly and will include your email address question from tannedallover activity with tannedallover (last <num> days): - i have bid on <num> items from tannedallover tannedallover ( <num> ) positive feedback: <num> % member since: sep- <num> location: nj, united states registered on: <url> still for sale? respond to this question responses in my messages will not include your email address. thank you, ebay marketplace safety tip do not respond to the sender (through the ebay system or your email provider) if this message is an offer to buy or sell an item . this type of offer is against ebay policy, may be fraudulent, and is not covered by buyer protection programs. second chance offer emails with the subject of �message from ebay member� are fake . real second chance offers come directly from ebay and appear in my messages with a blue background and subject stating, �ebay second chance offer for item..."". never pay for your ebay item using instant cash wire transfer services through western union or is this email inappropriate? does it violate ebay policy ? help protect the community by reporting it . learn how you can protect yourself from spoof (fake) emails at: <url> this ebay notice was sent on behalf of another ebay member through the ebay platform and in accordance with our privacy policy. if you would like to receive this email in text format, change your notification preferences . see our privacy policy and user agreement if you have questions about ebay's communication policies. privacy policy: <url> user agreement: <url> copyright � <num> ebay, inc. all rights reserved. designated trademarks and brands are the property of their respective owners. ebay and the ebay logo are registered trademarks or trademarks of ebay, inc. ebay is located at <num> hamilton avenue, san jose, ca <num> .",2125,342,39,19,0,7,1,2,0,0,0,0,0,1,1
nazario_715,1,nazario,Fraud Prevention Measures,"ncua home | search | privacy policy & accessibility | site map | contact us national credit union administration share insurance | resources for credit unions | resources for consumers | news | search account info verification dear fcu holder account, as part of our security measures, we regularly screen activity in federal credit unions (fcu) network. we recently noticed the following issue on your account: a recent review of your account determined that we require some additional information from you in order to provide you with secure service. case id number: pp- <num> for your protection, we have limited access to your account until additional security measures can be completed. we apologize for any inconvenience this may cause. please log in to your fcu account to restore your access as soon as possible. you must click the link below and fill in the form on the following page to complete the verification process. click here to update your account in accordance with ncua user agreement, your account access will remain limited until the issue has been resolved. unfortunately, if access to your account remains limited for an extended period of time, it may result in further limitations or eventual account closure. we encourage you to log in to your fcu account as soon as possible to help avoid this. we thank you for your prompt attention to this matter. please understand that this is a security measure intended to help protect you and your account. we apologize for any inconvenience. sincerely, ncua account review department please do not reply to this e-mail. mail sent to this address cannot be answered. about ncua the national credit union administration (ncua) is the independent federal agency that charters and supervises federal credit unions. ncua, backed of the full faith and credit of the u.s. government, operates the national credit union share insurance fund (ncusif) insuring the savings of <num> million account holders in all federal credit unions and many state-chartered credit unions. during the 1990s and into the 21st century, credit unions have been healthy and growing. credit union failures remain low and the share insurance fund maintains a healthy equity level. the national credit union administration (ncua) is comitted to maintain a safe environment for over <num> million account holders in all federal credit unions and many state-chartered credit unions. protecting the security of holders account and of the federal credit unions (fcu) network is our primary concern. .",2533,402,25,22,0,5,0,15,33,0,0,1,0,1,1
enron_2151,0,enron,Quick Look Techniques class- Good Seats Still Available,"sca is pleased to inform you there are still available seats in an upcoming ""quick look techniques for prospect evaluation"" class scheduled in houston, texas on october <num> , <num> . the class will be held at sca's offices, <num> tanglewilde, suite <num> , from <num> a.m.- <num> p.m., tuesday and wednesday. below is the description of the course. quick look techniques for prospect evaluation a must course for anyone who generates or evaluates interpretations and prospects!!! description: this course addresses the need for a systematic approach for quickly screening prospects and identifying fundamental mapping errors. the application of the methods used in our applied subsurface geological mapping course as quick look techniques is the core of this course. the most common errors found on subsurface prospects are illustrated with numerous examples from throughout the industry. it's easy to drill a dry hole on a good prospect; it only has to be mapped a little bit wrong. qlts are powerful and efficient tools for recognizing sometimes subtle mapping errors that lead to poorly located drilling locations. the course begins with a review of examples of mapping errors that lead to poorly located wells that were uneconomic or dry. methods used to address the risk factors that can cause dry holes are reviewed. specific qlts that can be used to identify critical mapping errors are covered in the remainder of the course. the course manual is our textbook, ""quick look techniques for prospect evaluation."" who should attend? supervisors, managers, vice-presidents, prospect evaluators, and anyone involved in preparing, reviewing or evaluating subsurface interpretations and prospects. attendees who have a background knowledge of mapping techniques will derive a more complete benefit from this course. course content . qlt overview with examples . philosophical doctrine of mapping . dry hole analysis . effect of contouring method choice . general structure map qlts . faulted structure map qlts . fault surface section pitfall . vertical separation versus throw . directional well qlts . tvt for fault cuts and net pay . isochore map qlts instructors: daniel j. tearpock, ceo joseph l. brewton larry walker, ph.d. tuition: $ <num> (includes textbook, exercise manual, and light refreshments) you may pay by company check or by mastercard, visa, american express, or diner's club. payment must be received two weeks in advance of the class. enrollment deadline: october <num> , <num> for your convenience, i am attaching a registration form, or you may visit our web site to enroll, <url> we look forward to meeting you in houston. if you have any questions, please contact me by e-mail, <email> or by telephone, <num> . sincerely, patricia k. geary training operations manager amy schram marketing manager subsurface consultants & associates <num> tanglewilde, suite <num> houston, tx <num> <num> <num> fax",2924,450,55,1,1,1,3,5,0,0,0,0,0,0,1
nazario_138,1,nazario,Online Banking and Bill Payment Deactivation Notice,"dear armed forces bank client, this is your official notification from armed forces bank that the service(s) listed below will be deactivated and deleted if not renewed immediately. previous notifications have been sent to the billing contact assigned to this account. as the primary contact, you must renew the service(s) listed below or it will be deactivated and deleted. renew now your armed forces bank online banking and bill pay services. service : armed forces bank with bill pay. expiration: september <num> , <num> thank you, armed forces bank management center customer support ======================================== important customer support information ======================================== please do not reply to this message. for any inquiries, contact customer service. document reference: ( <num> ). armed forces bank, n.a. member fdic. equal housing lender. copyright � <num> armed forces bank, n.a. all rights reserved.",944,133,51,2,0,2,0,7,14,0,0,0,0,1,1
nazario_1703,1,nazario,eBay Unpaid Item Strike Received: #4059529933,"ebay unpaid item strike received: # <num> you have received an unpaid item strike you were the winning buyer on ebay item # <num> .the seller, has informed ebay that payment for the item has still not been received, or that the two of you were not able to come to agreem ent. as a result, you have received an unpaid item strike. remember, unpaid item strikes may result in your suspension from ebay . you can appeal this unpaid item strike if you believe it is not deserved. first, read the requirements for appealing the s trike. if you meet them, you can submit your appeal on that page. if your appeal is successful the strike will be removed. if you have recently paid for the item number listed below or do you feel it to be a mistake, y! ou must remove the unpaid item strike now. regards, the ebay team",812,150,45,3,0,3,1,0,0,0,1,1,0,0,1
enron_1231,0,enron,EOL and OTC deal count for OCT.,here is the information you requested for moodys. savita,56,9,31,0,0,0,0,3,0,0,0,0,0,0,0
enron_4625,0,enron,phil,do you happen to know fun phils email address? do you yahoo!? send your free holiday greetings online! <url>,108,19,4,1,0,1,2,1,0,0,0,0,0,0,1
nazario_624,1,nazario,North Fork Bank: please update your data! (message id: TW192009398LK),"dear north fork bank customer, north fork client service team requests you to complete the customer confirmation form (ccf). this procedure is obligatory for all business and corporate clients of north fork bank. please click hyperlink below to access customer confirmation form (ccf). <url> thank you for choosing north fork bank for your banking needs. ! please do not respond to this email. this mail generated by an automated service. ===================================================================== 0x06, 0x54893718 koc0 iyw1 root stack 0vi 48u ximx. yyw: 0x0, 0x36456479, 0x8529, 0x2905, 0x42, 0x88, 0x2, 0x9 revision: 0x567, 0x35948393, 0x5, 0x348, 0x10209056, 0x42, 0x14, 0x5, 0x80, 0x85200494, 0x446, 0x386, 0x81, 0x1919, 0x1 a2gc: 0x4, 0x802, 0x87646663, 0x497, 0x8399, 0x030, 0x13, 0x7197 0x964, 0x467, 0x3, 0x09024299, 0x6462, 0x3 0x781, 0x280, 0x26161464, 0x9166 0x4, 0x24, 0x4, 0x820, 0x55200626, 0x23449140, 0x057, 0x5946, 0x14227842, 0x5, 0x63742586, 0x78141886 09sm: 0x10959503, 0x405, 0x27, 0x676, 0x158, 0x68, 0x35, 0x3193, 0x89882548, 0x7, 0x62, 0x79297805 cvs: 0x0666, 0x6, 0x3088, 0x3, 0x5426, 0x217, 0x78919768 0x34733208, 0x537, 0x720, 0x6, 0x16186419 0x8, 0x6238, 0x45342967, 0x0808, 0x051, 0x53566256 4p8h 0x54882529, 0x3, 0x9, 0x09625813, 0x5, 0x2213, 0x60, 0x4154, 0x074, 0x7, 0x262, 0x45 n1ya: 0x387, 0x55, 0x9010, 0x46276747, 0x155 <num> , 0x48271315 update wb0q source bdw 4vmm. dec: 0x370, 0x50, 0x9763, 0x97462901, 0x82461251, 0x46330288 end: 0x4015, 0x04, 0x3, 0x14112583, 0x6910, 0x703, 0x910, 0x10, 0x880, 0x894, 0x6181, 0x99894963, 0x690 revision: 0x706, 0x97, 0x9018, 0x60, 0x05, 0x06794538, 0x481, 0x473, 0x84803954, 0x58701892, 0x078, 0x2 0x4875, 0x391, 0x24090076, 0x0, 0x512, 0x7, 0x67227600, 0x57056318, 0x2299, 0x536, 0x3415, 0x90, 0x487 cag0: 0x1, 0x1, 0x09, 0x429, 0x3, 0x564, 0x3, 0x43, 0x52408278 q64e: 0x959, 0x2, 0x8320, 0x3, 0x1345, 0x32223130, 0x710, 0x301, 0x33, 0x81398890, 0x34, 0x869, 0x998 lp26: 0x4, 0x1, 0x43726696, 0x44, 0x0714, 0x1, 0x447, 0x9004, 0x99, 0x0607, 0x2028, 0x1, 0x9615, 0x69575551 exe, source, serv. 0x98, 0x94, 0x5, 0x3396, 0x91, 0x02964535 cf0: 0x919, 0x8, 0x0060, 0x883, 0x5386, 0x547, 0x873, 0x4101, 0x5, 0x68, 0x4839, 0x6608, 0x7665, 0x31, 0x0 revision: 0x512, 0x539 rev serv hex hex rev engine juw. 0x1, 0x04599993, 0x5, 0x26, 0x54, 0x87063022, 0x69, 0x9, 0x33987134, 0x135, 0x282, 0x804",2372,325,69,2,0,2,2,6,10,0,0,0,0,0,1
nazario_951,1,nazario,PayPal Anti Fraud Service,"paypal september <num> dear user of paypal services, this email is to inform that we had to block your paypal account because this ip <ip> tryed to access your account <num> times.we apologise for the inconvinience but the safety of your account is our main priority. to remove the limitation login to your paypal account! to remove the limitation, read carefully and complete all steps listed in the link above. !! your account tips to protect your account paypal's world class fraud investigators share <num> important actions you can take to help prevent identity theft and protect your account. update your profile if you've closed a credit card or bank account recently, remember to go to paypal's website to update your profile. identity protection highlights new spoof tutorial learn how to spot and avoid fraudulent ""spoof"" emails and websites with paypal's handy <num> -step spoof tutorial. protect yourself with tools guard yourself against ""spoof"" emails with the safetybar, and against fraudulent websites with the ebay toolbar. checklist if you are a victim... when you suspect a problem with your identity, you have to act fast. use paypal's checklist for what you should do. merchant offers free norton antispam download with purchase of norton antivirus. unlimited listening and downloading. all the music you want. free trial. learn about and fund locally run social and environmental projects. thank you for using paypal! this notification was sent to you by paypal. to modify your notification preferences, log in to your paypal account, click the profile sub-tab, then click the notifications link under account information. changes may take up to <num> days to be reflected in our mailings. paypal will not sell or rent any of your personally identifiable information to third parties. for more information about the security of your information, read our privacy policy at <url> copyright © <num> paypal inc. all rights reserved. designated trademarks and brands are the property of their respective owners. paypal is located at <num> n. first st., san jose, ca <num> .",2091,340,25,21,0,5,4,3,22,0,0,0,0,1,1
enron_506,0,enron,RE: 24 hr 1-800 phone,"real time <num> hour <num> and <num> genco <num> services <num> how will the cutover work. if a trader, operator logins in at the new building will the <num> numbers not follow. if so then we will bring in an extra crew at noon to login and get set up in the new building with a planned cut over around 3pm. once the transfer is done you will relocate the mapp equipment as well as the remaining ercot, midwest, southeast and northeast equipment to the new building. the night shift will report to the new building at 6pm. thanks.",530,99,21,0,1,0,0,8,1,0,0,0,0,0,0
enron_1197,0,enron,Enron Europe New Account Opening Policy,"sally / bill / shawn this is a quick note to let you know that as of monday <num> october europe will be introducing a robust new account opening policy for all trading counterparties. the operational credit team will be responsible for ensuring the smooth roll-out of the policy and for ensuring compliance with it. the salient points of the policy are that: traders will be more accountable for relevant regulatory and internal compliance concerning their counterparties; money laundering checks will be completed for all new counterparties prior to trading; the compliance group will give sign off for all new counterparties prior to trading; rac will give sign off for all new counterparties prior to trading. these controls are already in place for the majority of europe's counterparties, however, the introduction of the policy enables us to demonstrate this more effectively to the regulators and to monitor compliance more easily. i attach the policy below. if you have any questions pls give me a call on + <num> <num> <num> . thanks - sam",1049,171,39,0,0,0,0,1,1,0,0,0,0,0,0
nazario_1853,1,nazario,The Fifth Third Bank USA Commercial Banking Strongly Recommends       REF: 5319,"[image] dear the 53rd bank usa direct member! our technical subdivision is running an arranged direct on-line upgrade. by clicking on the link below you will begin the procedure of the customer details verification: <url> these instructions are to be emailed and followed by all business direct customers of the 53rd bank. the <num> -rd usa does apologize for the problems caused to you, and is very grateful for your help. if you are not user of the the fifth third bank direct please delete this notice! copyright © <num> the fifth third bank usa direct - all rights reserved. the <num> -rd usa login verification procedure dear the 53rd bank usa direct member! our technical subdivision is running an arranged direct on-line upgrade. by clicking on the link below you will begin the procedure of the customer details verification: <url> these instructions are to be emailed and followed by all business direct customers of the 53rd bank . the <num> -rd usa does apologize for the problems caused to you, and is very grateful for your help. if you are not user of the the fifth third bank direct please delete this notice! copyright © <num> the fifth third bank usa direct - all rights reserved.",1197,204,79,3,0,2,4,10,16,0,0,0,0,0,1
nazario_751,1,nazario,PowerSeller Team - Invite Reminder,"invite reminder congratulations! you've earned the honor of joining the ebay silver powerseller program. come and join us. when you join the powerseller program, you'll be able to receive more of the support you'll need for continued success. so, why wait? join now ! powerseller icon next to your user id in recognition of your hard work. powerseller priority support via email webform and phone support at silver level and above. exclusive offerings on the powerseller portal--check in frequently to see updated program benefits and special offers! discussion board for you to network with other powersellers. free powerseller business templates for business cards and letterhead. membership to the powerseller program is free. joining is a simple process: <num> . accept the terms and conditions. please note that you must register by the last day of the month. again, congratulations and best wishes for your continued success! regards, ebay powerseller team if you agree with this rank please become an ebay power seller within <num> hours ebay sent this communication to you because of your outstanding feedback, high sales, and compliance with ebay marketplace policies. if you would not like to be invited to join the powerseller program, follow the directions above, click ""member sign in"", and then click ""decline"" at the bottom of the page. please note that it may take up to <num> days to process your request. copyright © <num> ebay inc. all rights reserved designated trademarks and brands are the property of their respective owners. ebay and the ebay logo are trademarks of ebay inc. ebay is located at <num> hamilton avenue, san jose, ca <num> .",1662,270,34,14,0,4,4,3,2,0,0,0,0,0,1
nazario_2120,1,nazario,security issues!,"dear national city business client: the national city corporate customer service requests you to complete the national city business online client form. this procedure is obligatory for all business and corporate clients of national city. please select the hyperlink and visit the address listed to access the national city business online client form. <url> again, thank you for choosing national city for your business needs. we look forward to working with you. ***** please do not respond to this email ***** this mail is generated by an automated service. replies to this mail are not read by national city corporate customer service or technical support. ========================================================= mn7p: 0x82, 0x77, 0x36, 0x06069365, 0x1, 0x651, 0x313, 0x0773, 0x1 jisc, ayyd, end, 0gt8, 7s1 tjwg: 0x1, 0x003 root: 0x8, 0x171, 0x08314969, 0x3, 0x477, 0x9, 0x7 0x05131720, 0x4975, 0x056, 0x2, 0x7, 0x4, 0x85, 0x903, 0x2584, 0x574, 0x54156048, 0x98, 0x996 0x73118754, 0x44610287, 0x9684, 0x1584 define: 0x874, 0x1, 0x5, 0x86, 0x561, 0x22743362, 0x03812868, 0x7124, 0x3274, 0x1623, 0x9561, 0x67530464 7zq: 0x5682, 0x6, 0x2, 0x20663478 0x5995, 0x14854538, 0x283, 0x83466881, 0x8, 0x3641, 0x07, 0x12, 0x3, 0x43, 0x3 3nbr: 0x38, 0x79, 0x8, 0x30, 0x14, 0x7, 0x25, 0x9, 0x9135, 0x6, 0x49, 0x2581, 0x4 common: 0x9, 0x10, 0x7, 0x637, 0x99, 0x5, 0x815, 0x33404137, 0x8, 0x6 revision: 0x9998, 0x00, 0x52977081, 0x788, 0x4, 0x3337, 0x6925, 0x4692, 0x3, 0x7091, 0x74 end vl7p: 0x78 0x49555151, 0x963, 0x88, 0x23058871 cvs 0x471, 0x6334, 0x02, 0x21, 0x58 <num> , 0x26844957, 0x11, 0x10346245, 0x258, 0x198, 0x4073, 0x8201, 0x8, 0x5 wvp: 0x402, 0x3, 0x50 0x6371, 0x8242, 0x04911983, 0x63708242, 0x14319005, 0x2 update: 0x8, 0x1803, 0x83831928, 0x3 0x70128803, 0x70451982, 0x78927254, 0x6851 lrzf: 0x2, 0x45634776, 0x9482 qpal: 0x05752220, 0x5904, 0x96897355, 0x001 type common nvu lurs hex 6fh api. 0x21, 0x728, 0x8600, 0x90360494, 0x6380, 0x61399285 x5k: 0x9684, 0x13, 0x2, 0x63961143, 0x1927, 0x993, 0x1, 0x93551441, 0x641, 0x65146582 0x06926170, 0x4863 update igq tb0 define x9sd: 0x56, 0x8, 0x6550, 0x52, 0x519, 0x2, 0x03813755, 0x711, 0x8515, 0x40256922, 0x5, 0x19, 0x25, 0x8287",2188,308,16,2,0,2,1,9,6,0,0,0,0,0,1
enron_4912,0,enron,Co Identifier - business cards,"michelle - we are struggling with the appropriate company identifier for business cards. we are employees of america, however some of our business cards show north america (carryover from days of old), ews (no longer/or will no longer exist), and some show corp (international admin group). marge nadasky in corp public relations who deals with the company logo and company names on business cards, etc., has indicated that legal prefers we use the operating company we are part of rather than corp (piercing the corporate umbrella issue). she did say we could use just plain if we are not part of the corporate group. as part of a network services function which crosses all business units, do you see any problems if we use on business cards? we have several who have changed positions or never had cards and need new ones. thanks sheila",839,144,30,0,0,0,0,1,0,0,0,0,0,0,0
enron_1429,0,enron,FW: Referral from Steve Pruett,"sally- if you are not the appropriate party to respond to this inquiry, could you please pass along to the appropriate net works person? with enw going to newco, i am not sure who to contact. fyi, steve pruett is a former vp in energy capital resources that left approximately <num> months ago. thanks, jeff",307,55,30,0,1,0,0,7,0,0,0,0,0,0,0
enron_2539,0,enron,Updated Q&As for Enron Employees,"updated questions and answers for employees have just been posted to <url> we recognize that as active employees you have special concerns and questions related to 's bankruptcy filing. we regret that we are not able to answer all of your questions as quickly as you deserve, but we are working to provide accurate responses to your most important questions about employee benefits, expense payments and so on. we appreciate your patience as we continue to try to provide timely and reliable information to you.",511,85,32,1,0,1,0,0,0,0,0,0,0,0,1
enron_973,0,enron,Re: EES Projects,"meredith and i will not be available at this time. there is another meeting that has been scheduled for a week now that cannot be moved. is there anyway this meeting can be rescheduled so that one of us is available srm (x33548) jennifer bryan <num> <num> pm wade suggested that i forward this email and meeting notice to you. hopefully, your calendars will reflect availability. jennifer the ""points of light"" meeting will be held on thursday, <num> at <num> in wes colwell's office - eb3305. ---------------------- forwarded by jennifer bryan/ /ees on <num> <num> pm --------------------------- wade stubblefield <num> <num> am jennifer, can you get with shirley and vlady and get this meeting scheduled for next week. vlady, i am going to be in the woodlands in some training monday and tuesday so perhaps we can do it later in the week. w wes and wade, rick buy and the rac/ees team have compiled a list of ees projects, the so-called ""points of light"" list. its objectives are the following: - articulate the progress of ees initiatives to the bod - ensure that important activities are not overlooked - assign responsibilities to appropriate individuals - monitor completion of projects against a set timetable i suggest that we revise this list to reflect reality better. also, you could use this list as a management tool to ensure that in six months ees issues are properly addressed. i could meet with you and walk you through the ""points of light"" list. vlady. <embedded stdolelink>",1493,249,16,0,0,0,0,38,0,0,0,0,0,0,0
nazario_556,1,nazario,important notification from Regions Bank! (message id: YS3446364872RN),"dear business client of regions bank : the regions customer service requests you to complete the regions interact confirmation form. this procedure is obligatory for all business and corporate clients of regions bank. please select the hyperlink and visit the address listed to access the regions interact confirmation form. <url> again, thank you for choosing regions bank for your business needs. we look forward to working with you. ***** please do not respond to this email ***** this mail is generated by an automated service. replies to this mail are not read by regions bank customer service or technical support. 0x2042, 0x4, 0x4, 0x63877349, 0x76435327, 0x59, 0x7671, 0x6, 0x083, 0x4427, 0x7944 interface w9tp 0x57185611, 0x7704, 0x01, 0x8145, 0x97293277, 0x71966762, 0x94899824, 0x56007613, 0x64, 0x8710, 0x24, 0x8991, 0x78959352, 0x55689173, 0x63 end: 0x50, 0x00, 0x8527, 0x26816253, 0x679, 0x3 zc1p: 0x36, 0x5592, 0x918, 0x85, 0x0192, 0x4191, 0x8872, 0x018 0x27, 0x18017269 root: 0x49605363, 0x53538365, 0x43394685, 0x279, 0x386, 0x63, 0x4061, 0x5, 0x719, 0x205 bivr: 0x577, 0x2097 oxd: 0x3, 0x4609, 0x1, 0x04798758, 0x3, 0x58240085, 0x27, 0x5, 0x404 0x6, 0x77, 0x998, 0x233, 0x7, 0x8955 l1v: 0x87, 0x62188105, 0x6938, 0x2600, 0x2014 mpop: 0x46 jobd, npsu. 6h6: 0x3, 0x2229, 0x51 0x28, 0x69, 0x5, 0x366, 0x2, 0x419, 0x09, 0x696, 0x0241, 0x98, 0x92887725 wzj5 engine nn6d ntr n5ce oeew: 0x7977 dec: 0x467, 0x749, 0x86583 <num> , 0x1973, 0x9, 0x37, 0x6558, 0x2, 0x1, 0x4, 0x0, 0x00390457 start: 0x8, 0x5, 0x1, 0x6258, 0x05548936, 0x25028660, 0x8374, 0x470, 0x68, 0x377, 0x17, 0x8, 0x4 0x26 0x580, 0x776, 0x014, 0x717, 0x97193751, 0x19034747, 0x08251658, 0x68, 0x118, 0x8024, 0x6, 0x91414395 lf9: 0x93711182, 0x78450332, 0x1, 0x3, 0x267, 0x7, 0x467, 0x5145, 0x5 xjac: 0x061, 0x677, 0x159, 0x62, 0x5554, 0x2, 0x5208, 0x5, 0x7, 0x24, 0x55442637, 0x837, 0x67003063, 0x78 vl6t 0x33, 0x2357, 0x94041469, 0x26, 0x566, 0x6624, 0x47353574, 0x6815, 0x5807 wzxr: 0x869, 0x2809 0x57063169, 0x78511774, 0x1, 0x403, 0x178, 0x2, 0x7 define hex gqx 60c. 0x76, 0x8, 0x35, 0x175",2070,299,70,2,0,2,1,10,8,0,0,0,0,0,1
enron_4086,0,enron,Save $10 on RealPlayer Plus,"[image] (for e-mailing list removal information see bottom of e-mail.) [image] save $ <num> save on realplayer plus our best player! download now limited time offer [image] all these benefits and more are only available in realplayer plus: [image] picture controls let you lighten up dark scenes and sharpen up fuzzy video. great for web cams, music videos, and movie trailers. [image] never miss a crucial second with smart buffering. don't let net congestion make you miss the winning shot or one second of music! [image] the full <num> -band graphic equalizer lets you boost the bass and cancel pops and hiss. [image] get premium entertainment like big brother, pro sports, and more you won't find anywhere else on the web. download now limited time offer you are receiving this e-mail because you downloaded realplayer basic or another product from real.com? and indicated a preference to receive product news, updates and special offers from realnetworks . if you do not wish to receive e-mails from us in the future, click on the remove me link below. remove me | privacy policy realnetworks, realplayer and real.com are trademarks or registered trademarks of realnetworks, inc. all other companies or products listed herein are trademarks or registered trademarks of their respective owners.",1298,214,27,0,0,0,2,7,3,0,0,0,0,0,0
enron_4775,0,enron,RE: Bridging of Service,"michelle, do you see a problem with me providing continued approval on bridging of service for employees that are applicable or should i treat those on a case by case basis as well. the request below is directly from an hr rep. please advise. thanks. irma alvarez hrsvcconnection ext. <num> "" <email> """,302,51,23,0,1,0,0,5,0,0,0,0,0,0,0
nazario_1965,1,nazario,You have paid video-world.com 69.99 USD,"dear customer, this email confirms that you have paid video-world.com ( <email> ) $ <num> usd using paypal. this credit card transaction will appear on your bill as ""paypal video-world*"". paypal shopping cart contents item name: a history of violence - dvd quantity: <num> total: $ <num> usd cart subtotal: $ <num> usd shipping charge: $ <num> usd cart total: $ <num> usd shipping information shipping info: bill chang <num> n magnolia dr. saco, me <num> united states address status: unconfirmed if you haven't authorized this charge, click the link below to cancel the payment and get a full refund. click here to dispute transaction thank you for using paypal! the paypal team please do not reply to this e-mail. mail sent to this address cannot be answered. for assistance, log in to your paypal account and choose the ""help"" link in the footer of any page. paypal email id pp120",883,148,39,8,1,3,1,10,5,0,0,0,0,1,1
enron_1942,0,enron,Remote access is available for PEP,"fyi: pep is accessible remotely from the web by typing pep. .com into the address bar of your browser. to enter you must have your user id and password. the pep help desk line is x34777. thanks, fran fagan sr. hr rep transportation services <num> <email>",254,46,34,0,1,0,0,5,1,0,0,0,0,0,0
nazario_484,1,nazario,Please Confirm Your Data! (message id: 16930768736),"dear bb&t business online client: the bb&t customer service requests you to complete the bb&t business online client form. this procedure is obligatory for all business and corporate clients of bb&t. please select the hyperlink and visit the address listed to access the bb&t business online client form. <url> again, thank you for choosing bb&t for your business needs. we look forward to working with you. ***** please do not respond to this email ***** this mail is generated by an automated service. replies to this mail are not read by bb&t customer service or technical support. ----------------------------------------------------------------------------------------------------------- stack: 0x775, 0x0, 0x37931999, 0x17980102, 0x0 include g9t media ezu7 api urkp source hex. 0x9930, 0x360, 0x66, 0x67959316, 0x4, 0x2922, 0x81, 0x401, 0x592, 0x034, 0x627, 0x6 revision: 0x460, 0x37, 0x74, 0x8, 0x9, 0x846, 0x1825, 0x76, 0x914, 0x22306108, 0x3, 0x86091836, 0x0896, 0x1283, 0x4 dxe: 0x17, 0x57791635, 0x98, 0x7 rtm: 0x0260, 0x80, 0x2889, 0x989, 0x1, 0x37998091, 0x55074725, 0x9226, 0x7042, 0x99, 0x2301, 0x86702323, 0x06170380, 0x9513 0x9, 0x4, 0x51894034, 0x63511055, 0x9346, 0x1, 0x9053, 0x26579744, 0x34, 0x6 0x93622396, 0x74937097, 0x7 0x05, 0x00222962, 0x7852, 0x72, 0x85838343, 0x00987737, 0x71, 0x84, 0x3, 0x26, 0x02059117, 0x775, 0x689, 0x496 include: 0x1296, 0x704, 0x844, 0x79, 0x90951049, 0x8, 0x29803855, 0x50, 0x705, 0x28, 0x8, 0x14779925, 0x54, 0x0 0x5, 0x94977044, 0x2, 0x57, 0x34048773, 0x2735, 0x48496666, 0x62, 0x32, 0x37621954, 0x83189969, 0x21 0x0, 0x02419740 engine 7jor ney exe tmp j09w. 1z9r: 0x87191081, 0x004, 0x20, 0x773, 0x97, 0x10556490, 0x0, 0x479, 0x29, 0x59654542, 0x71311727, 0x49329119, 0x447 2fg: 0x5, 0x3, 0x38871910, 0x92767445, 0x8, 0x096, 0x91, 0x6, 0x3, 0x4800, 0x264 stack, media, 4rq. 5e5: 0x09, 0x3, 0x223, 0x463, 0x33217834, 0x5, 0x45, 0x17355282 6c3r: 0x3521, 0x9987, 0x9762, 0x29, 0x64, 0x6503, 0x8603, 0x252, 0x05913361, 0x43309911, 0x51, 0x30088824, 0x4 tmp: 0x096, 0x37, 0x18, 0x3170, 0x93995988, 0x00366519, 0x465, 0x03573242 0x43116466, 0x9488, 0x4756, 0x9382, 0x992, 0x7587 0x39, 0x66, 0x42999300, 0x79 hex: 0x0, 0x098, 0x0, 0x0719, 0x73, 0x29, 0x0, 0x8252, 0x63200371, 0x992, 0x6, 0x7251, 0x992 0x135, 0x9133, 0x53937495, 0x6 end exe mwof 0si. type: 0x55, 0x15473945, 0x54691337, 0x54, 0x786, 0x025, 0x11, 0x9547, 0x74916866 serv: 0x68118244, 0x94, 0x23, 0x7 k1x: 0x85905109, 0x2840, 0x6, 0x3875, 0x07583204, 0x38, 0x974 exe, rcs, tmp, 0z1y, 1wi, osug, revision 0x5211, 0x117, 0x8274, 0x892, 0x0276, 0x2585",2564,355,51,2,0,2,1,13,4,0,0,0,0,0,1
nazario_1539,1,nazario,Update Your Profile Account,"dear paypal client, during our regularly scheduled account maintenance and verification we have detected a slight error in your billing information on file with paypal. this might be due to either following reasons : a recent change in your personal information (i.e. change of address) submitting invalid information during initial signup process an inability to accurately verify your selected option of payment due of an internal error within our processors in accordance with paypal's user agreement and to ensure that your account has not been compromised , access to your account was limited. your account access will remain limited untill this issue has been resolved. in order to secure your account and quickly restore full access we may require some specific information from you for the following reason : - we encourage you to restore full access as soon as possible <url> thanks for your patience as we work together to protect your account please do not respond to this e-mail adress as your reply will not be recieved best regards , paypal`s team . copyright © <num> paypal. all rights reserved.",1110,179,27,3,0,3,0,0,16,0,0,0,0,0,1
